,threshold,value,score,chi2_t0,chi2_amp,time
0,7.0,both,0.9988818001137901,1.8697844691033687,0.054182379927848474,1.517930667847395
1,3.0,both,0.9973079097258191,3.345867288384612,0.05378574047929009,2.1650394573807716
2,5.0,both,0.9984358299074773,2.2846407466310756,0.05403554463020455,1.97736999951303
3,4.0,both,0.9974306095249459,3.0262827742388163,0.05486056909448752,2.483752306550741
4,6.0,both,0.9987510314523806,2.0009310914662257,0.05542982611493563,2.3152249194681644
